Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Vegetables,Product_2210,337,25,28,253,681,0,3
Vegetables,Product_2211,115,50,46,58,201,0,5
Snacks,Product_2212,123,5,22,117,1776,0,6
Fruits,Product_2213,372,5,188,353,1717,0,2
Bakery,Product_2214,271,5,56,257,606,1,7
Fruits,Product_2215,171,5,98,162,1390,0,1
Beverages,Product_2216,57,5,52,54,107,0,7
Beverages,Product_2217,279,50,19,140,790,1,7
Fruits,Product_2218,137,10,152,123,1275,0,10
Fruits,Product_2219,87,50,193,44,211,0,1
Vegetables,Product_2220,326,30,53,228,207,0,6
Bakery,Product_2221,213,40,48,128,831,0,6
Snacks,Product_2222,232,20,155,186,1660,1,4
Bakery,Product_2223,414,20,58,331,863,1,6
Bakery,Product_2224,189,30,131,132,1428,1,9
Vegetables,Product_2225,273,50,142,136,703,0,4
Snacks,Product_2226,58,15,82,49,312,0,2
Beverages,Product_2227,295,40,23,177,1119,0,8
Beverages,Product_2228,428,5,68,407,57,1,3
Vegetables,Product_2229,68,5,29,65,919,1,7
Bakery,Product_2230,196,50,167,98,723,0,4
Bakery,Product_2231,186,10,59,167,462,1,4
Snacks,Product_2232,51,25,10,38,756,1,6
Dairy,Product_2233,94,30,138,66,1073,0,4
Fruits,Product_2234,22,50,120,11,105,0,10
Vegetables,Product_2235,499,15,177,424,767,0,3
Vegetables,Product_2236,45,40,146,27,1234,0,1
Dairy,Product_2237,190,30,150,133,1887,1,1
Snacks,Product_2238,322,15,95,274,1459,0,9
Vegetables,Product_2239,398,25,60,298,552,0,7
Dairy,Product_2240,287,50,101,144,52,1,2
Bakery,Product_2241,190,10,7,171,689,0,9
Dairy,Product_2242,78,25,148,58,464,0,8
Bakery,Product_2243,191,15,114,162,1856,1,2
Bakery,Product_2244,259,50,72,130,1849,1,8
Snacks,Product_2245,93,30,26,65,560,0,1
Dairy,Product_2246,286,25,133,214,821,1,3
Vegetables,Product_2247,460,40,28,276,832,1,8
Beverages,Product_2248,474,5,113,450,96,0,3
Fruits,Product_2249,345,10,158,310,1063,1,7
Snacks,Product_2250,141,30,129,99,64,0,8
Fruits,Product_2251,245,50,171,122,1208,1,3
Beverages,Product_2252,488,30,72,342,256,1,9
Vegetables,Product_2253,491,50,70,246,437,0,7
Dairy,Product_2254,71,25,22,53,1172,0,7
Fruits,Product_2255,280,40,193,168,899,0,7
Vegetables,Product_2256,494,30,28,346,647,0,8
Bakery,Product_2257,104,30,66,73,858,1,6
Beverages,Product_2258,336,30,122,235,279,1,3
Vegetables,Product_2259,324,15,158,275,65,1,1
Snacks,Product_2260,68,5,18,65,1593,1,5
Snacks,Product_2261,149,40,59,89,562,0,8
Beverages,Product_2262,317,10,43,285,262,1,2
Fruits,Product_2263,240,5,163,228,1396,1,7
Snacks,Product_2264,32,20,69,26,685,0,9
Dairy,Product_2265,313,25,41,235,1160,1,2
Bakery,Product_2266,283,10,145,255,1026,1,7
Bakery,Product_2267,465,10,166,418,202,1,1
Bakery,Product_2268,428,5,3,407,549,0,3
Dairy,Product_2269,447,25,96,335,1187,1,7
Beverages,Product_2270,78,30,121,55,220,0,4
Bakery,Product_2271,292,15,64,248,129,0,3
Fruits,Product_2272,139,50,155,70,453,1,5
Snacks,Product_2273,229,40,22,137,992,0,8
Dairy,Product_2274,326,50,49,163,934,0,1
Dairy,Product_2275,313,30,102,219,88,0,1
Fruits,Product_2276,295,30,117,206,1771,0,1
Fruits,Product_2277,127,40,183,76,1540,0,6
Fruits,Product_2278,285,10,82,256,164,0,10
Fruits,Product_2279,333,15,36,283,991,0,1
Bakery,Product_2280,148,25,106,111,1586,0,1
Dairy,Product_2281,399,30,127,279,1176,0,10
Snacks,Product_2282,275,25,194,206,1782,1,4
Beverages,Product_2283,198,30,167,139,327,0,1
Beverages,Product_2284,255,20,182,204,1182,0,3
Bakery,Product_2285,481,40,153,289,56,0,8
Vegetables,Product_2286,305,15,197,259,294,0,7
Beverages,Product_2287,36,25,51,27,655,1,6
Snacks,Product_2288,154,20,199,123,1131,1,5
Bakery,Product_2289,125,25,27,94,156,1,8
Bakery,Product_2290,485,30,63,340,1004,1,9
Beverages,Product_2291,485,30,111,340,95,1,8
Dairy,Product_2292,197,15,133,167,653,1,5
Bakery,Product_2293,303,30,68,212,1899,1,1
Vegetables,Product_2294,163,10,59,147,1084,0,6
Vegetables,Product_2295,323,10,41,291,547,1,1
Fruits,Product_2296,460,15,98,391,1431,0,8
Beverages,Product_2297,420,10,178,378,1808,0,8
Fruits,Product_2298,238,50,72,119,655,0,2
Beverages,Product_2299,166,40,190,100,416,1,8
Beverages,Product_2300,445,5,189,423,871,0,9
Bakery,Product_2301,464,20,132,371,1720,1,2
Snacks,Product_2302,379,20,123,303,1240,1,1
Snacks,Product_2303,218,5,86,207,1326,0,1
Bakery,Product_2304,197,20,159,158,894,0,6
Beverages,Product_2305,446,10,119,401,1901,1,2
Fruits,Product_2306,219,20,39,175,1416,0,2
Beverages,Product_2307,282,50,107,141,757,1,5
Fruits,Product_2308,122,20,65,98,1228,0,8
Fruits,Product_2309,181,20,194,145,1518,0,1
Vegetables,Product_2310,151,30,188,106,1959,0,4
Vegetables,Product_2311,447,40,40,268,276,0,3
Fruits,Product_2312,226,30,127,158,620,0,5
Snacks,Product_2313,493,10,16,444,1141,1,7
Dairy,Product_2314,418,40,199,251,490,1,10
Dairy,Product_2315,453,5,60,430,1127,0,6
Vegetables,Product_2316,494,5,102,469,749,0,2
Snacks,Product_2317,100,10,157,90,874,1,5
Snacks,Product_2318,268,15,20,228,461,1,5
Snacks,Product_2319,422,50,6,211,430,1,9
Dairy,Product_2320,453,25,198,340,314,1,6
Snacks,Product_2321,187,50,20,94,425,1,3
Dairy,Product_2322,443,10,156,399,1333,0,7
Snacks,Product_2323,392,40,164,235,1819,0,1
Snacks,Product_2324,407,20,81,326,902,0,1
Snacks,Product_2325,41,50,20,20,154,1,2
Fruits,Product_2326,199,40,163,119,1338,1,8
Fruits,Product_2327,393,5,175,373,1104,1,9
Beverages,Product_2328,336,30,134,235,342,0,7
Fruits,Product_2329,299,30,177,209,188,0,7
Bakery,Product_2330,264,20,57,211,832,1,7
Snacks,Product_2331,364,50,167,182,258,0,1
Vegetables,Product_2332,118,30,81,83,1091,0,9
Beverages,Product_2333,228,10,125,205,1170,0,6
Fruits,Product_2334,196,15,18,167,125,1,4
Snacks,Product_2335,23,30,106,16,1660,1,1
Beverages,Product_2336,124,25,34,93,804,0,7
Snacks,Product_2337,103,50,127,52,1212,0,10
Fruits,Product_2338,280,30,76,196,1189,1,5
Beverages,Product_2339,250,5,50,238,1823,0,2
Bakery,Product_2340,484,30,27,339,456,0,9
Beverages,Product_2341,269,15,11,229,692,0,9
Bakery,Product_2342,246,50,143,123,410,0,1
Snacks,Product_2343,351,15,181,298,630,0,7
Beverages,Product_2344,117,40,60,70,1116,0,5
Bakery,Product_2345,415,5,152,394,845,1,9
Fruits,Product_2346,365,40,134,219,1920,1,3
Fruits,Product_2347,468,25,16,351,1636,0,9
Bakery,Product_2348,475,25,181,356,1272,0,1
Bakery,Product_2349,469,25,25,352,958,1,1
Fruits,Product_2350,387,50,24,194,1885,1,3
Vegetables,Product_2351,59,50,140,30,420,0,2
Fruits,Product_2352,36,40,78,22,324,1,9
Snacks,Product_2353,22,40,174,13,488,1,2
Snacks,Product_2354,30,40,137,18,1041,0,6
Bakery,Product_2355,64,25,195,48,1685,1,2
Beverages,Product_2356,416,50,74,208,364,1,4
Fruits,Product_2357,365,50,54,182,51,0,3
Bakery,Product_2358,203,25,158,152,883,0,8
Bakery,Product_2359,380,15,151,323,956,0,6
Snacks,Product_2360,326,15,191,277,1414,1,6
Vegetables,Product_2361,258,30,77,181,1815,0,2
Dairy,Product_2362,179,30,150,125,528,0,10
Snacks,Product_2363,381,20,132,305,1093,0,3
Snacks,Product_2364,257,40,64,154,484,0,4
Snacks,Product_2365,282,30,99,197,1398,0,6
Snacks,Product_2366,245,30,122,172,1194,1,8
Bakery,Product_2367,338,50,48,169,1541,1,8
Bakery,Product_2368,294,40,113,176,1819,1,4
Dairy,Product_2369,182,10,76,164,734,1,9
Snacks,Product_2370,367,10,134,330,481,1,7
Dairy,Product_2371,388,5,20,369,904,0,3
Fruits,Product_2372,437,30,86,306,1408,1,4
Bakery,Product_2373,379,40,154,227,1441,1,2
Dairy,Product_2374,328,15,19,279,1695,1,4
Fruits,Product_2375,55,40,139,33,214,0,7
Vegetables,Product_2376,377,50,40,188,1546,1,6
Vegetables,Product_2377,134,10,38,121,951,1,2
Bakery,Product_2378,274,50,136,137,1588,0,9
Fruits,Product_2379,285,40,141,171,1359,1,6
Bakery,Product_2380,99,10,128,89,1110,0,8
Bakery,Product_2381,446,20,137,357,308,0,1
Vegetables,Product_2382,289,10,6,260,1159,1,1
Beverages,Product_2383,434,15,34,369,239,1,4
Snacks,Product_2384,456,5,149,433,604,0,4
Fruits,Product_2385,423,10,178,381,1211,0,3
Dairy,Product_2386,430,30,61,301,1417,1,5
Vegetables,Product_2387,300,50,129,150,947,0,3
Beverages,Product_2388,110,25,94,82,260,0,7
Fruits,Product_2389,488,40,67,293,1106,0,1
Dairy,Product_2390,483,25,25,362,240,1,5
Fruits,Product_2391,55,5,168,52,480,1,3
Beverages,Product_2392,447,10,52,402,1087,1,5
Snacks,Product_2393,438,50,12,219,745,1,6
Dairy,Product_2394,171,50,107,86,1581,1,9
Vegetables,Product_2395,115,15,122,98,1740,0,8
Beverages,Product_2396,113,15,17,96,726,1,2
Beverages,Product_2397,241,10,122,217,1047,0,6
Dairy,Product_2398,488,10,25,439,1915,0,7
Snacks,Product_2399,413,10,158,372,1956,1,9
Fruits,Product_2400,303,25,11,227,1059,1,7
Vegetables,Product_2401,52,10,91,47,1192,0,2
Fruits,Product_2402,334,10,119,301,921,0,8
Bakery,Product_2403,357,25,10,268,1691,0,1
Snacks,Product_2404,340,30,45,238,1313,1,7
Dairy,Product_2405,314,20,3,251,1219,1,5
Bakery,Product_2406,401,15,80,341,1522,1,9
Dairy,Product_2407,449,50,132,224,1054,0,2
Beverages,Product_2408,322,25,186,242,1637,0,6
Dairy,Product_2409,240,40,160,144,1600,0,3
Beverages,Product_2410,362,10,79,326,1464,1,9
Beverages,Product_2411,216,25,79,162,1225,1,5
Snacks,Product_2412,489,20,190,391,975,1,7
Beverages,Product_2413,219,20,95,175,1256,0,6
Fruits,Product_2414,260,15,22,221,1032,0,6
Beverages,Product_2415,412,20,75,330,980,0,6
Fruits,Product_2416,228,30,191,160,1622,0,4
Dairy,Product_2417,204,20,166,163,1390,1,10
Vegetables,Product_2418,377,50,58,188,167,1,5
Snacks,Product_2419,168,15,143,143,1851,0,3
Dairy,Product_2420,347,40,16,208,127,1,2
Dairy,Product_2421,61,50,156,30,1589,1,3
Snacks,Product_2422,108,15,30,92,1592,0,4
Fruits,Product_2423,263,5,188,250,564,0,6
Vegetables,Product_2424,446,25,16,334,167,0,10
Bakery,Product_2425,105,40,119,63,302,1,10
Dairy,Product_2426,495,25,5,371,781,0,2
Bakery,Product_2427,378,50,170,189,621,0,3
Vegetables,Product_2428,401,20,171,321,1823,0,10
Vegetables,Product_2429,390,5,90,370,1484,0,7
Snacks,Product_2430,208,20,53,166,648,1,6
Snacks,Product_2431,55,15,136,47,797,1,3
Beverages,Product_2432,341,5,26,324,1344,0,8
Snacks,Product_2433,161,40,101,97,388,1,6
Fruits,Product_2434,43,25,186,32,357,1,5
Fruits,Product_2435,77,40,5,46,354,1,10
Dairy,Product_2436,445,25,187,334,949,0,7
Vegetables,Product_2437,376,50,200,188,1012,0,9
Dairy,Product_2438,25,30,28,18,481,1,2
Beverages,Product_2439,406,50,130,203,1415,0,2
Bakery,Product_2440,209,40,190,125,1583,1,5
Snacks,Product_2441,66,10,199,59,1943,0,5
Beverages,Product_2442,368,25,83,276,656,1,10
Fruits,Product_2443,141,25,28,106,159,1,7
Bakery,Product_2444,399,50,173,200,1011,0,4
Fruits,Product_2445,369,15,103,314,879,0,10
Bakery,Product_2446,43,40,197,26,1797,0,8
Bakery,Product_2447,102,20,70,82,416,0,9
Dairy,Product_2448,160,10,62,144,1887,1,1
Dairy,Product_2449,468,40,160,281,681,1,7
Beverages,Product_2450,492,20,135,394,1739,0,3
Bakery,Product_2451,123,30,20,86,720,1,9
Snacks,Product_2452,57,25,73,43,1316,0,1
Beverages,Product_2453,378,50,82,189,1150,1,10
Dairy,Product_2454,246,25,143,184,1026,0,1
Dairy,Product_2455,203,10,22,183,297,1,7
Fruits,Product_2456,287,5,115,273,1062,0,4
Vegetables,Product_2457,454,40,199,272,1148,1,5
Bakery,Product_2458,129,40,82,77,527,0,8
Dairy,Product_2459,233,50,46,116,696,1,4
Vegetables,Product_2460,255,20,36,204,1443,0,8
Bakery,Product_2461,104,40,11,62,572,0,7
Fruits,Product_2462,198,30,95,139,514,1,5
Dairy,Product_2463,426,40,47,256,403,1,5
Fruits,Product_2464,135,5,150,128,1213,1,7
Bakery,Product_2465,303,50,192,152,1087,0,9
Dairy,Product_2466,175,50,117,88,554,0,4
Vegetables,Product_2467,76,10,56,68,1132,0,6
Vegetables,Product_2468,353,20,35,282,504,0,10
Snacks,Product_2469,353,5,83,335,1342,0,4
Beverages,Product_2470,319,15,82,271,849,0,7
Bakery,Product_2471,214,5,162,203,913,1,3
Snacks,Product_2472,243,5,32,231,1642,0,4
Dairy,Product_2473,77,5,182,73,89,1,9
Snacks,Product_2474,26,20,176,21,1432,0,4
Vegetables,Product_2475,133,10,89,120,1944,1,2
Vegetables,Product_2476,184,15,185,156,716,0,5
Snacks,Product_2477,299,25,42,224,126,0,10
Vegetables,Product_2478,434,40,179,260,522,1,6
Dairy,Product_2479,399,25,147,299,1784,1,1
Beverages,Product_2480,266,25,80,200,1000,1,10
Fruits,Product_2481,339,30,88,237,236,0,7
Vegetables,Product_2482,492,50,55,246,791,0,10
Snacks,Product_2483,209,15,32,178,315,1,5
Bakery,Product_2484,385,5,90,366,1767,0,4
Snacks,Product_2485,233,40,131,140,300,0,10
Bakery,Product_2486,238,25,65,178,1546,1,9
Dairy,Product_2487,278,10,173,250,1547,0,10
Vegetables,Product_2488,255,40,98,153,1621,0,7
Snacks,Product_2489,76,25,130,57,158,0,7
Dairy,Product_2490,469,10,83,422,1391,0,6
Vegetables,Product_2491,55,30,88,38,1713,1,3
Fruits,Product_2492,329,25,83,247,866,0,9
Beverages,Product_2493,109,5,180,104,1345,1,7
Snacks,Product_2494,257,30,35,180,381,0,2
Snacks,Product_2495,425,20,68,340,334,0,3
Dairy,Product_2496,177,15,95,150,382,1,10
Snacks,Product_2497,116,50,102,58,172,0,10
Dairy,Product_2498,471,20,122,377,816,1,8
Beverages,Product_2499,138,40,136,83,907,0,10
Vegetables,Product_2500,490,10,103,441,1282,0,4
Vegetables,Product_2501,432,25,24,324,1023,1,4
Dairy,Product_2502,354,5,101,336,781,0,8
Beverages,Product_2503,99,30,29,69,760,1,4
Fruits,Product_2504,50,40,23,30,1121,0,6
Snacks,Product_2505,186,5,72,177,1084,0,5
Vegetables,Product_2506,244,50,190,122,600,1,2
Snacks,Product_2507,101,15,24,86,84,0,8
Bakery,Product_2508,134,30,198,94,487,0,9
Vegetables,Product_2509,447,25,17,335,1588,1,4
Dairy,Product_2510,198,20,142,158,747,0,5
Vegetables,Product_2511,189,10,197,170,1092,0,2
Snacks,Product_2512,328,50,147,164,1040,1,4
Dairy,Product_2513,102,50,164,51,74,0,5
Snacks,Product_2514,349,15,40,297,1122,1,1
Fruits,Product_2515,175,20,53,140,1637,0,6
Beverages,Product_2516,328,15,84,279,506,1,8
Bakery,Product_2517,91,25,93,68,71,1,9
Snacks,Product_2518,429,40,136,257,1237,0,6
Snacks,Product_2519,485,10,139,436,1285,1,5
Fruits,Product_2520,434,20,6,347,742,0,1
Snacks,Product_2521,48,30,107,34,1979,1,1
Beverages,Product_2522,157,40,176,94,58,0,10
Vegetables,Product_2523,201,20,181,161,854,1,7
Beverages,Product_2524,261,50,114,130,934,1,6
Fruits,Product_2525,124,20,126,99,287,1,4
Bakery,Product_2526,49,20,130,39,1965,1,9
Bakery,Product_2527,185,20,66,148,480,1,8
Dairy,Product_2528,464,10,128,418,819,0,2
Snacks,Product_2529,474,40,65,284,1555,0,4
Bakery,Product_2530,101,40,42,61,1334,1,6
Beverages,Product_2531,465,10,59,418,1996,1,5
Snacks,Product_2532,293,10,106,264,1890,1,3
Bakery,Product_2533,357,50,158,178,357,0,9
Fruits,Product_2534,53,50,6,26,613,1,7
Dairy,Product_2535,479,30,125,335,727,0,3
Vegetables,Product_2536,319,20,182,255,1978,0,9
Fruits,Product_2537,20,30,105,14,310,0,5
Bakery,Product_2538,245,50,173,122,195,0,4
Beverages,Product_2539,105,20,95,84,1498,0,7
Vegetables,Product_2540,498,30,138,349,1344,1,2
Bakery,Product_2541,494,50,47,247,1163,0,7
Bakery,Product_2542,274,30,148,192,438,0,7
Snacks,Product_2543,162,40,118,97,307,0,9
Bakery,Product_2544,187,20,107,150,1805,1,1
Bakery,Product_2545,190,30,14,133,1031,1,3
Vegetables,Product_2546,69,30,198,48,1711,0,8
Fruits,Product_2547,139,20,195,111,140,0,2
Snacks,Product_2548,75,30,187,52,1497,0,9
Bakery,Product_2549,25,20,87,20,1482,1,5
Dairy,Product_2550,386,5,41,367,536,0,6
Vegetables,Product_2551,379,50,110,190,557,0,9
Bakery,Product_2552,478,5,171,454,654,1,1
Vegetables,Product_2553,267,40,127,160,308,1,4
Snacks,Product_2554,481,40,189,289,598,0,7
Snacks,Product_2555,132,30,87,92,1514,0,9
Beverages,Product_2556,427,30,186,299,62,1,1
Beverages,Product_2557,283,15,178,241,1486,1,7
Bakery,Product_2558,150,30,160,105,884,1,4
Dairy,Product_2559,421,10,15,379,384,0,9
Dairy,Product_2560,46,40,190,28,626,1,4
Snacks,Product_2561,441,15,177,375,179,1,5
Snacks,Product_2562,356,10,136,320,846,0,9
Snacks,Product_2563,426,30,12,298,645,1,4
Snacks,Product_2564,189,20,102,151,1749,0,10
Bakery,Product_2565,207,50,125,104,903,1,4
Snacks,Product_2566,422,30,15,295,1091,0,2
Beverages,Product_2567,282,30,1,197,1537,0,1
Vegetables,Product_2568,96,50,27,48,1307,0,10
Beverages,Product_2569,160,50,148,80,1817,1,10
Vegetables,Product_2570,237,15,80,201,1706,0,2
Snacks,Product_2571,220,20,144,176,839,1,4
Snacks,Product_2572,329,20,122,263,1652,1,8
Dairy,Product_2573,367,30,40,257,1975,0,8
Fruits,Product_2574,492,40,121,295,799,0,10
Dairy,Product_2575,186,20,14,149,1102,1,4
Beverages,Product_2576,445,40,106,267,649,1,8
Vegetables,Product_2577,474,50,73,237,985,0,2
Vegetables,Product_2578,177,25,79,133,1758,0,6
Beverages,Product_2579,400,20,4,320,1439,1,10
Bakery,Product_2580,167,40,138,100,1323,0,4
Snacks,Product_2581,163,15,142,139,726,1,8
Fruits,Product_2582,433,40,195,260,1213,1,9
Snacks,Product_2583,188,30,91,132,1388,1,8
Vegetables,Product_2584,249,50,81,124,111,1,6
Bakery,Product_2585,486,40,127,292,1114,0,1
Fruits,Product_2586,121,10,198,109,763,0,2
Fruits,Product_2587,48,30,111,34,1577,0,3
Vegetables,Product_2588,273,5,27,259,1364,0,4
Bakery,Product_2589,56,30,67,39,395,1,4
Snacks,Product_2590,188,10,6,169,91,0,8
Bakery,Product_2591,245,40,127,147,602,1,2
Vegetables,Product_2592,20,25,27,15,1741,0,7
Vegetables,Product_2593,446,5,6,424,1158,0,1
Dairy,Product_2594,486,50,32,243,347,1,8
Dairy,Product_2595,285,15,122,242,84,0,2
Fruits,Product_2596,92,50,47,46,132,0,6
Dairy,Product_2597,121,20,78,97,545,1,9
Dairy,Product_2598,328,25,173,246,1096,1,5
Snacks,Product_2599,224,30,140,157,1843,1,3
Beverages,Product_2600,196,5,149,186,200,1,9
Beverages,Product_2601,46,50,41,23,1346,1,8
Vegetables,Product_2602,336,20,149,269,558,0,8
Dairy,Product_2603,93,15,198,79,59,0,6
Snacks,Product_2604,163,40,110,98,1873,1,10
Bakery,Product_2605,303,25,92,227,580,1,10
Beverages,Product_2606,166,15,125,141,423,0,5
Bakery,Product_2607,142,10,73,128,562,0,3
Snacks,Product_2608,442,10,150,398,541,0,2
Vegetables,Product_2609,475,20,124,380,1193,0,1
Snacks,Product_2610,218,50,37,109,1125,1,10
Bakery,Product_2611,209,15,103,178,1849,0,4
Vegetables,Product_2612,492,30,26,344,1181,0,10
Beverages,Product_2613,372,10,26,335,1044,1,10
Beverages,Product_2614,287,20,140,230,1708,0,1
Beverages,Product_2615,117,30,51,82,1071,1,10
Dairy,Product_2616,198,50,138,99,1852,1,2
Snacks,Product_2617,457,20,173,366,698,1,8
Dairy,Product_2618,206,40,32,124,204,1,10
Fruits,Product_2619,191,10,13,172,825,1,7
Fruits,Product_2620,230,20,162,184,1557,1,10
Dairy,Product_2621,160,30,140,112,1786,1,7
Fruits,Product_2622,456,15,25,388,118,1,9
Snacks,Product_2623,320,50,45,160,1498,0,6
Dairy,Product_2624,430,50,188,215,1816,0,4
Snacks,Product_2625,106,50,34,53,1461,1,5
Dairy,Product_2626,383,40,95,230,489,1,2
Dairy,Product_2627,261,20,199,209,1410,1,9
Vegetables,Product_2628,291,20,188,233,150,1,9
Beverages,Product_2629,292,40,117,175,788,0,8
Dairy,Product_2630,341,10,73,307,1612,1,9
Bakery,Product_2631,285,30,59,200,1321,1,9
Snacks,Product_2632,104,15,111,88,77,1,6
Bakery,Product_2633,169,40,1,101,1494,0,6
Beverages,Product_2634,235,10,168,212,1981,1,3
Vegetables,Product_2635,398,50,5,199,683,1,4
Dairy,Product_2636,377,40,170,226,1960,1,9
Snacks,Product_2637,467,30,49,327,1799,0,2
Beverages,Product_2638,84,50,133,42,1694,1,7
Fruits,Product_2639,224,50,3,112,778,0,4
Bakery,Product_2640,347,30,114,243,1115,1,1
Dairy,Product_2641,451,5,152,428,1814,1,5
Bakery,Product_2642,440,15,34,374,1927,1,5
Bakery,Product_2643,497,10,26,447,312,0,3
Beverages,Product_2644,338,30,111,237,1131,0,1
Vegetables,Product_2645,191,10,77,172,1467,1,5
Beverages,Product_2646,413,10,66,372,562,0,6
Fruits,Product_2647,496,50,174,248,483,1,5
Vegetables,Product_2648,50,5,119,48,555,0,6
Beverages,Product_2649,317,5,111,301,510,1,4
Dairy,Product_2650,169,20,166,135,571,1,2
Vegetables,Product_2651,352,10,159,317,875,1,8
Beverages,Product_2652,303,50,100,152,1694,1,10
Bakery,Product_2653,292,25,8,219,420,0,2
Vegetables,Product_2654,184,15,108,156,1146,0,8
Bakery,Product_2655,216,10,75,194,329,1,5
Bakery,Product_2656,411,15,31,349,1650,0,3
Vegetables,Product_2657,21,50,163,10,190,0,5
Fruits,Product_2658,131,25,3,98,383,0,1
Fruits,Product_2659,312,10,94,281,1846,0,9
Fruits,Product_2660,50,25,147,38,1710,0,2
Dairy,Product_2661,490,50,142,245,1019,1,2
Bakery,Product_2662,323,30,78,226,1503,0,6
Beverages,Product_2663,171,50,116,86,217,0,2
Beverages,Product_2664,304,15,198,258,572,1,10
Vegetables,Product_2665,463,30,175,324,1415,1,1
Vegetables,Product_2666,296,20,137,237,1588,1,3
Vegetables,Product_2667,195,15,103,166,1557,1,2
Dairy,Product_2668,446,40,194,268,506,0,6
Fruits,Product_2669,388,15,102,330,1185,0,8
Beverages,Product_2670,308,20,75,246,1157,1,8
Dairy,Product_2671,178,10,23,160,357,0,2
Bakery,Product_2672,201,10,69,181,526,1,1
Fruits,Product_2673,329,50,34,164,1479,1,1
Dairy,Product_2674,311,30,20,218,1129,1,6
Fruits,Product_2675,275,20,81,220,1199,1,2
Bakery,Product_2676,296,40,33,178,1174,1,1
Dairy,Product_2677,329,40,12,197,1857,0,7
Fruits,Product_2678,86,20,41,69,821,1,10
Beverages,Product_2679,76,5,105,72,1427,1,7
Bakery,Product_2680,441,40,61,265,1915,1,4
Dairy,Product_2681,457,25,23,343,1755,0,10
Bakery,Product_2682,128,10,106,115,132,0,5
Bakery,Product_2683,271,40,57,163,1995,0,8
Bakery,Product_2684,472,50,24,236,978,1,10
Beverages,Product_2685,327,40,187,196,1390,0,10
Bakery,Product_2686,433,15,15,368,320,0,10
Dairy,Product_2687,177,15,176,150,706,0,1
Dairy,Product_2688,186,25,182,140,1174,1,5
Dairy,Product_2689,373,15,147,317,1519,0,4
Beverages,Product_2690,459,30,159,321,892,0,7
Bakery,Product_2691,480,40,101,288,163,1,9
Beverages,Product_2692,44,15,61,37,1828,0,9
Bakery,Product_2693,319,5,60,303,1973,0,3
Fruits,Product_2694,30,10,95,27,239,1,3
Snacks,Product_2695,490,5,110,466,616,1,1
Dairy,Product_2696,325,5,67,309,1123,1,10
Snacks,Product_2697,66,15,122,56,1316,1,9
Snacks,Product_2698,118,40,108,71,633,1,1
Dairy,Product_2699,122,50,126,61,84,1,6
Bakery,Product_2700,29,10,43,26,573,0,1
Bakery,Product_2701,93,40,117,56,933,1,5
Snacks,Product_2702,315,50,33,158,594,0,8
Snacks,Product_2703,120,40,4,72,253,1,9
Vegetables,Product_2704,391,30,143,274,115,1,8
Bakery,Product_2705,333,5,84,316,1713,0,2
Beverages,Product_2706,352,10,180,317,1148,0,8
Vegetables,Product_2707,161,30,119,113,1434,1,7
Bakery,Product_2708,439,15,184,373,1168,1,3
Dairy,Product_2709,411,15,4,349,770,1,1
Beverages,Product_2710,65,50,176,32,1736,0,7
Beverages,Product_2711,379,50,10,190,1554,1,9
Fruits,Product_2712,342,30,198,239,507,1,8
Fruits,Product_2713,49,5,192,47,1176,1,3
Vegetables,Product_2714,261,30,76,183,730,1,7
Beverages,Product_2715,453,40,100,272,540,1,4
Vegetables,Product_2716,364,30,48,255,1920,1,4
Bakery,Product_2717,286,50,50,143,1507,0,3
Vegetables,Product_2718,179,30,199,125,859,1,2
Beverages,Product_2719,297,10,189,267,1518,0,5
Dairy,Product_2720,250,10,172,225,1846,0,10
Snacks,Product_2721,109,10,147,98,1062,1,3
Snacks,Product_2722,470,50,108,235,1151,1,1
Bakery,Product_2723,389,20,188,311,627,1,2
Snacks,Product_2724,53,15,157,45,552,1,1
Snacks,Product_2725,28,20,159,22,1100,0,4
Vegetables,Product_2726,479,20,129,383,1187,1,1
Snacks,Product_2727,177,50,199,88,1705,0,10
Dairy,Product_2728,490,5,157,466,927,0,5
Snacks,Product_2729,114,20,48,91,1410,1,1
Dairy,Product_2730,207,40,180,124,868,1,7
Vegetables,Product_2731,185,25,65,139,1694,0,10
Snacks,Product_2732,161,50,200,80,1311,1,4
Fruits,Product_2733,232,10,94,209,826,0,1
Snacks,Product_2734,425,40,185,255,1949,1,2
Dairy,Product_2735,393,40,176,236,1902,1,5
Vegetables,Product_2736,241,25,127,181,506,1,6
Beverages,Product_2737,158,5,137,150,829,0,7
Vegetables,Product_2738,199,50,151,100,1175,0,6
Vegetables,Product_2739,481,20,183,385,94,0,8
Bakery,Product_2740,172,20,84,138,1361,0,4
Beverages,Product_2741,124,10,52,112,1335,1,1
Bakery,Product_2742,207,40,37,124,233,1,2
Snacks,Product_2743,302,50,141,151,488,0,9
Bakery,Product_2744,44,50,137,22,324,0,2
Fruits,Product_2745,248,20,183,198,1289,1,2
Fruits,Product_2746,78,20,136,62,1390,0,6
Snacks,Product_2747,171,5,162,162,1779,0,2
Vegetables,Product_2748,129,50,162,64,1979,0,3
Dairy,Product_2749,478,30,142,335,1461,1,5
Dairy,Product_2750,427,20,137,342,1812,1,7
Bakery,Product_2751,476,30,4,333,1367,1,9
Vegetables,Product_2752,254,20,118,203,700,0,5
